수강번호,학습자ID,이름,부서,직급,회사,강좌ID,강좌명,카테고리,강사명,난이도,등록일,시작일,완료일,학습시간(시간),진행률(%),시험점수,과제점수,참여도,합격여부
E00345,L0124,직원124,마케팅팀,주임,회사3,C014,직장 예절 강좌 14,언어,김강사,초급,2025-09-16,2025-09-16,,4,43,,,,
E00346,L0080,직원80,마케팅팀,대리,회사2,C018,기본소양 강좌 18,직장 예절,박강사,고급,2025-06-14,2025-06-14,,2,85,,,,
E00347,L0038,직원38,재무팀,과장,회사3,C050,언어 강좌 50,기술,박강사,중급,2026-04-01,2026-04-01,2026-04-04,12,100,60.0,98.0,보통,합격
E00348,L0189,직원189,재무팀,사원,회사1,C030,기본소양 강좌 30,기술,박강사,초급,2025-12-18,2025-12-18,2026-02-04,8,100,77.0,97.0,보통,합격
E00349,L0117,직원117,마케팅팀,주임,회사3,C015,직장 예절 강좌 15,언어,최강사,중급,2026-02-22,2026-02-22,,12,65,,,,
E00350,L0152,직원152,재무팀,대리,회사2,C001,언어 강좌 1,언어,한강사,고급,2025-07-16,2025-07-16,2025-07-20,4,100,63.0,98.0,낮음,합격
E00351,L0110,직원110,개발팀,과장,회사3,C029,직장 예절 강좌 29,리더십,박강사,초급,2026-06-04,2026-06-04,2026-06-11,10,100,90.0,70.0,높음,합격
E00352,L0119,직원119,마케팅팀,부장,회사1,C050,언어 강좌 50,기술,박강사,중급,2026-04-14,2026-04-14,,12,48,,,,
E00353,L0115,직원115,인사팀,부장,회사3,C007,직장 예절 강좌 7,직장 예절,박강사,고급,2025-08-26,2025-08-26,,2,22,,,,
E00354,L0109,직원109,개발팀,사원,회사3,C002,기술 강좌 2,리더십,한강사,중급,2026-02-25,2026-02-25,,4,65,,,,
E00355,L0136,직원136,마케팅팀,주임,회사1,C049,리더십 강좌 49,직장 예절,박강사,중급,2025-10-14,2025-10-14,2025-12-01,6,100,78.0,87.0,높음,합격
E00356,L0034,직원34,영업팀,대리,회사3,C050,언어 강좌 50,기술,박강사,중급,2026-03-02,2026-03-02,2026-04-26,12,100,74.0,80.0,높음,불합격
E00357,L0194,직원194,개발팀,사원,회사2,C027,기술 강좌 27,기술,박강사,고급,2026-04-20,2026-04-20,2026-05-14,8,100,94.0,89.0,낮음,합격
E00358,L0040,직원40,영업팀,부장,회사1,C045,기술 강좌 45,언어,한강사,초급,2025-12-19,2025-12-19,2026-01-20,2,100,73.0,79.0,높음,합격
E00359,L0133,직원133,인사팀,주임,회사1,C016,기본소양 강좌 16,리더십,정강사,중급,2025-10-28,2025-10-28,,4,25,,,,
E00360,L0196,직원196,재무팀,과장,회사2,C008,직장 예절 강좌 8,기본소양,최강사,초급,2026-02-22,,,8,0,,,,
E00361,L0149,직원149,재무팀,과장,회사3,C019,직무 스킬 강좌 19,직무 스킬,한강사,중급,2026-05-07,2026-05-07,,4,60,,,,
E00362,L0076,직원76,기획팀,대리,회사1,C037,직장 예절 강좌 37,직무 스킬,한강사,초급,2025-08-24,,,8,0,,,,
E00363,L0127,직원127,마케팅팀,과장,회사3,C042,직무 스킬 강좌 42,직무 스킬,김강사,고급,2026-01-21,2026-01-21,2026-02-18,2,100,89.0,84.0,보통,합격
E00364,L0184,직원184,인사팀,주임,회사2,C041,직장 예절 강좌 41,언어,한강사,고급,2026-04-22,2026-04-22,,2,10,,,,
E00365,L0098,직원98,개발팀,주임,회사2,C043,직장 예절 강좌 43,기본소양,한강사,고급,2026-06-05,2026-06-05,2026-07-12,6,100,76.0,81.0,높음,합격
E00366,L0114,직원114,기획팀,사원,회사1,C038,직무 스킬 강좌 38,언어,한강사,중급,2026-03-04,2026-03-04,2026-03-29,8,100,82.0,78.0,보통,불합격
E00367,L0042,직원42,기획팀,대리,회사2,C035,기본소양 강좌 35,직장 예절,한강사,초급,2026-01-31,2026-01-31,2026-03-10,2,100,70.0,81.0,높음,합격
E00368,L0189,직원189,재무팀,사원,회사1,C035,기본소양 강좌 35,직장 예절,한강사,초급,2026-05-14,2026-05-14,,2,65,,,,
E00369,L0002,직원2,재무팀,부장,회사2,C038,직무 스킬 강좌 38,언어,한강사,중급,2026-04-27,2026-04-27,2026-05-10,8,100,69.0,76.0,보통,합격
E00370,L0053,직원53,영업팀,주임,회사2,C041,직장 예절 강좌 41,언어,한강사,고급,2025-07-25,2025-07-25,,2,31,,,,
E00371,L0080,직원80,마케팅팀,대리,회사2,C022,기술 강좌 22,직장 예절,이강사,초급,2026-05-08,2026-05-08,,2,38,,,,
E00372,L0195,직원195,인사팀,사원,회사1,C017,직장 예절 강좌 17,기본소양,박강사,초급,2025-12-02,,,8,0,,,,
E00373,L0131,직원131,재무팀,과장,회사2,C044,기술 강좌 44,언어,김강사,중급,2025-07-12,2025-07-12,,8,79,,,,
E00374,L0197,직원197,마케팅팀,주임,회사2,C030,기본소양 강좌 30,기술,박강사,초급,2025-10-12,,,8,0,,,,
E00375,L0188,직원188,인사팀,대리,회사1,C046,기술 강좌 46,기본소양,이강사,초급,2025-08-26,2025-08-26,,4,62,,,,
E00376,L0122,직원122,기획팀,부장,회사2,C009,직장 예절 강좌 9,언어,이강사,중급,2025-07-19,2025-07-19,2025-07-29,10,100,91.0,89.0,높음,합격
E00377,L0139,직원139,재무팀,사원,회사3,C049,리더십 강좌 49,직장 예절,박강사,중급,2025-11-12,,,6,0,,,,
E00378,L0106,직원106,마케팅팀,부장,회사3,C046,기술 강좌 46,기본소양,이강사,초급,2025-12-19,2025-12-19,2026-01-05,4,100,93.0,84.0,낮음,불합격
E00379,L0124,직원124,마케팅팀,주임,회사3,C043,직장 예절 강좌 43,기본소양,한강사,고급,2026-03-14,2026-03-14,2026-04-13,6,100,77.0,97.0,낮음,합격
E00380,L0041,직원41,재무팀,과장,회사2,C009,직장 예절 강좌 9,언어,이강사,중급,2026-03-15,2026-03-15,2026-05-07,10,100,73.0,70.0,보통,합격
E00381,L0089,직원89,인사팀,부장,회사3,C028,직무 스킬 강좌 28,기본소양,한강사,중급,2025-11-24,2025-11-24,2026-01-22,6,100,77.0,76.0,높음,합격
E00382,L0111,직원111,영업팀,부장,회사2,C050,언어 강좌 50,기술,박강사,중급,2026-03-28,2026-03-28,,12,38,,,,
E00383,L0063,직원63,마케팅팀,사원,회사3,C022,기술 강좌 22,직장 예절,이강사,초급,2025-09-18,2025-09-18,2025-10-17,2,100,84.0,83.0,높음,합격
E00384,L0054,직원54,재무팀,사원,회사2,C002,기술 강좌 2,리더십,한강사,중급,2026-06-08,2026-06-08,2026-06-29,4,100,93.0,90.0,보통,합격
E00385,L0104,직원104,기획팀,대리,회사1,C022,기술 강좌 22,직장 예절,이강사,초급,2025-06-29,2025-06-29,2025-08-06,2,100,78.0,96.0,낮음,합격
E00386,L0195,직원195,인사팀,사원,회사1,C019,직무 스킬 강좌 19,직무 스킬,한강사,중급,2026-04-23,2026-04-23,,4,22,,,,
E00387,L0087,직원87,재무팀,부장,회사3,C048,기술 강좌 48,언어,정강사,고급,2025-10-13,2025-10-13,2025-10-29,10,100,72.0,85.0,보통,합격
E00388,L0083,직원83,기획팀,사원,회사3,C043,직장 예절 강좌 43,기본소양,한강사,고급,2025-12-02,2025-12-02,,6,64,,,,
E00389,L0162,직원162,개발팀,주임,회사3,C009,직장 예절 강좌 9,언어,이강사,중급,2026-02-10,2026-02-10,2026-03-06,10,100,86.0,86.0,높음,불합격
E00390,L0023,직원23,인사팀,과장,회사1,C048,기술 강좌 48,언어,정강사,고급,2025-08-30,2025-08-30,2025-09-14,10,100,72.0,89.0,낮음,합격
E00391,L0041,직원41,재무팀,과장,회사2,C013,직무 스킬 강좌 13,리더십,김강사,중급,2026-05-10,,,2,0,,,,
E00392,L0160,직원160,인사팀,부장,회사2,C008,직장 예절 강좌 8,기본소양,최강사,초급,2026-03-12,2026-03-12,,8,77,,,,
E00393,L0146,직원146,마케팅팀,사원,회사2,C011,언어 강좌 11,기본소양,김강사,초급,2025-09-24,2025-09-24,,10,32,,,,
E00394,L0159,직원159,인사팀,과장,회사3,C022,기술 강좌 22,직장 예절,이강사,초급,2026-02-27,2026-02-27,2026-03-14,2,100,86.0,93.0,보통,합격
E00395,L0147,직원147,마케팅팀,대리,회사1,C043,직장 예절 강좌 43,기본소양,한강사,고급,2025-06-25,,,6,0,,,,
E00396,L0125,직원125,영업팀,사원,회사1,C018,기본소양 강좌 18,직장 예절,박강사,고급,2026-05-09,2026-05-09,2026-05-22,2,100,99.0,89.0,낮음,합격
E00397,L0160,직원160,인사팀,부장,회사2,C049,리더십 강좌 49,직장 예절,박강사,중급,2025-08-27,2025-08-27,2025-09-10,6,100,94.0,99.0,보통,합격
E00398,L0151,직원151,영업팀,주임,회사3,C010,언어 강좌 10,언어,이강사,중급,2025-06-23,2025-06-23,,8,49,,,,
E00399,L0028,직원28,개발팀,사원,회사2,C006,리더십 강좌 6,기본소양,정강사,초급,2026-04-17,,,4,0,,,,
E00400,L0075,직원75,재무팀,주임,회사2,C031,기술 강좌 31,직무 스킬,이강사,중급,2025-08-15,2025-08-15,2025-09-24,12,100,79.0,90.0,낮음,합격
E00401,L0043,직원43,마케팅팀,사원,회사2,C038,직무 스킬 강좌 38,언어,한강사,중급,2025-09-20,,,8,0,,,,
E00402,L0161,직원161,마케팅팀,대리,회사2,C015,직장 예절 강좌 15,언어,최강사,중급,2025-10-15,2025-10-15,,12,85,,,,
E00403,L0081,직원81,기획팀,부장,회사2,C019,직무 스킬 강좌 19,직무 스킬,한강사,중급,2026-03-13,2026-03-13,,4,85,,,,
E00404,L0006,직원6,마케팅팀,부장,회사2,C023,리더십 강좌 23,직장 예절,박강사,중급,2025-08-11,2025-08-11,,10,81,,,,
E00405,L0061,직원61,마케팅팀,대리,회사3,C039,언어 강좌 39,언어,박강사,중급,2025-12-05,2025-12-05,2026-01-22,6,100,62.0,84.0,높음,합격
E00406,L0107,직원107,개발팀,과장,회사1,C031,기술 강좌 31,직무 스킬,이강사,중급,2025-08-18,2025-08-18,,12,47,,,,
E00407,L0070,직원70,인사팀,사원,회사3,C018,기본소양 강좌 18,직장 예절,박강사,고급,2026-03-01,2026-03-01,2026-03-17,2,100,69.0,87.0,보통,합격
E00408,L0012,직원12,개발팀,부장,회사3,C004,기술 강좌 4,기본소양,이강사,초급,2025-08-21,2025-08-21,2025-09-04,6,100,91.0,73.0,보통,합격
E00409,L0134,직원134,영업팀,주임,회사2,C026,직무 스킬 강좌 26,직장 예절,박강사,고급,2025-06-19,2025-06-19,2025-08-05,10,100,79.0,98.0,높음,합격
E00410,L0154,직원154,마케팅팀,사원,회사2,C028,직무 스킬 강좌 28,기본소양,한강사,중급,2026-01-24,2026-01-24,2026-03-13,6,100,94.0,94.0,보통,합격
E00411,L0004,직원4,마케팅팀,대리,회사1,C011,언어 강좌 11,기본소양,김강사,초급,2025-09-24,2025-09-24,2025-10-09,10,100,71.0,83.0,낮음,합격
E00412,L0157,직원157,영업팀,부장,회사1,C040,언어 강좌 40,리더십,김강사,고급,2025-09-05,,,4,0,,,,
E00413,L0172,직원172,마케팅팀,대리,회사1,C010,언어 강좌 10,언어,이강사,중급,2025-12-16,2025-12-16,2026-02-13,8,100,79.0,91.0,보통,합격
E00414,L0103,직원103,영업팀,사원,회사2,C010,언어 강좌 10,언어,이강사,중급,2026-02-08,2026-02-08,,8,44,,,,
E00415,L0082,직원82,개발팀,대리,회사1,C027,기술 강좌 27,기술,박강사,고급,2025-07-30,2025-07-30,2025-09-09,8,100,88.0,80.0,낮음,합격
E00416,L0171,직원171,재무팀,대리,회사1,C050,언어 강좌 50,기술,박강사,중급,2026-04-14,2026-04-14,,12,16,,,,
E00417,L0008,직원8,인사팀,대리,회사3,C045,기술 강좌 45,언어,한강사,초급,2025-10-07,2025-10-07,2025-11-18,2,100,73.0,88.0,낮음,합격
E00418,L0172,직원172,마케팅팀,대리,회사1,C004,기술 강좌 4,기본소양,이강사,초급,2026-02-03,2026-02-03,2026-02-25,6,100,84.0,78.0,높음,합격
E00419,L0102,직원102,기획팀,부장,회사2,C038,직무 스킬 강좌 38,언어,한강사,중급,2026-02-01,2026-02-01,2026-03-07,8,100,91.0,78.0,보통,합격
E00420,L0171,직원171,재무팀,대리,회사1,C045,기술 강좌 45,언어,한강사,초급,2026-06-01,2026-06-01,2026-07-03,2,100,66.0,73.0,낮음,합격
E00421,L0029,직원29,영업팀,사원,회사3,C018,기본소양 강좌 18,직장 예절,박강사,고급,2025-10-13,2025-10-13,2025-11-24,2,100,90.0,71.0,보통,합격
E00422,L0009,직원9,영업팀,과장,회사3,C049,리더십 강좌 49,직장 예절,박강사,중급,2025-09-03,2025-09-03,,6,88,,,,
E00423,L0102,직원102,기획팀,부장,회사2,C028,직무 스킬 강좌 28,기본소양,한강사,중급,2026-01-29,2026-01-29,2026-02-28,6,100,95.0,98.0,높음,합격
E00424,L0040,직원40,영업팀,부장,회사1,C027,기술 강좌 27,기술,박강사,고급,2026-04-22,2026-04-22,,8,57,,,,
E00425,L0136,직원136,마케팅팀,주임,회사1,C039,언어 강좌 39,언어,박강사,중급,2026-06-08,2026-06-08,,6,88,,,,
E00426,L0037,직원37,재무팀,부장,회사3,C049,리더십 강좌 49,직장 예절,박강사,중급,2025-12-25,2025-12-25,2026-01-18,6,100,61.0,88.0,보통,합격
E00427,L0174,직원174,인사팀,부장,회사2,C021,언어 강좌 21,리더십,최강사,중급,2025-11-05,2025-11-05,,12,76,,,,
E00428,L0084,직원84,인사팀,부장,회사3,C009,직장 예절 강좌 9,언어,이강사,중급,2026-04-06,2026-04-06,2026-05-08,10,100,81.0,81.0,높음,합격
E00429,L0018,직원18,기획팀,주임,회사2,C002,기술 강좌 2,리더십,한강사,중급,2026-03-29,2026-03-29,2026-04-12,4,100,96.0,83.0,낮음,불합격
E00430,L0175,직원175,개발팀,사원,회사2,C025,기술 강좌 25,기본소양,박강사,중급,2026-02-09,2026-02-09,2026-02-10,12,100,68.0,93.0,낮음,합격
E00431,L0198,직원198,기획팀,대리,회사1,C028,직무 스킬 강좌 28,기본소양,한강사,중급,2025-06-15,2025-06-15,,6,16,,,,
E00432,L0089,직원89,인사팀,부장,회사3,C020,직무 스킬 강좌 20,언어,최강사,중급,2026-01-03,2026-01-03,,2,17,,,,
E00433,L0069,직원69,기획팀,과장,회사3,C002,기술 강좌 2,리더십,한강사,중급,2025-08-13,,,4,0,,,,
E00434,L0082,직원82,개발팀,대리,회사1,C047,직무 스킬 강좌 47,기본소양,한강사,고급,2026-01-04,,,10,0,,,,
E00435,L0184,직원184,인사팀,주임,회사2,C005,기술 강좌 5,리더십,김강사,초급,2026-02-23,2026-02-23,2026-04-03,4,100,82.0,74.0,보통,합격
E00436,L0044,직원44,인사팀,사원,회사2,C017,직장 예절 강좌 17,기본소양,박강사,초급,2026-04-23,2026-04-23,2026-04-24,8,100,91.0,90.0,낮음,합격
E00437,L0025,직원25,인사팀,사원,회사1,C042,직무 스킬 강좌 42,직무 스킬,김강사,고급,2026-04-19,2026-04-19,,2,78,,,,
E00438,L0023,직원23,인사팀,과장,회사1,C024,직무 스킬 강좌 24,언어,한강사,중급,2025-12-06,2025-12-06,,10,49,,,,
E00439,L0038,직원38,재무팀,과장,회사3,C011,언어 강좌 11,기본소양,김강사,초급,2026-01-29,2026-01-29,2026-03-12,10,100,77.0,95.0,보통,합격
E00440,L0128,직원128,마케팅팀,사원,회사3,C003,직장 예절 강좌 3,직장 예절,이강사,초급,2025-06-24,2025-06-24,,8,84,,,,
E00441,L0005,직원5,영업팀,과장,회사2,C037,직장 예절 강좌 37,직무 스킬,한강사,초급,2026-03-27,2026-03-27,,8,42,,,,
E00442,L0052,직원52,인사팀,사원,회사1,C007,직장 예절 강좌 7,직장 예절,박강사,고급,2025-12-13,2025-12-13,,2,36,,,,
E00443,L0090,직원90,마케팅팀,사원,회사3,C001,언어 강좌 1,언어,한강사,고급,2025-07-10,2025-07-10,2025-08-20,4,100,89.0,83.0,보통,합격
E00444,L0135,직원135,영업팀,대리,회사3,C010,언어 강좌 10,언어,이강사,중급,2025-12-20,2025-12-20,2026-01-22,8,100,64.0,70.0,낮음,합격
E00445,L0025,직원25,인사팀,사원,회사1,C041,직장 예절 강좌 41,언어,한강사,고급,2025-11-23,2025-11-23,,2,14,,,,
E00446,L0167,직원167,인사팀,과장,회사1,C039,언어 강좌 39,언어,박강사,중급,2026-02-10,2026-02-10,2026-03-19,6,100,72.0,88.0,높음,합격
E00447,L0067,직원67,마케팅팀,주임,회사1,C018,기본소양 강좌 18,직장 예절,박강사,고급,2025-06-30,2025-06-30,2025-08-20,2,100,91.0,71.0,낮음,불합격
E00448,L0115,직원115,인사팀,부장,회사3,C036,기본소양 강좌 36,언어,박강사,중급,2025-11-20,2025-11-20,2026-01-10,2,100,71.0,78.0,낮음,합격
E00449,L0044,직원44,인사팀,사원,회사2,C038,직무 스킬 강좌 38,언어,한강사,중급,2025-11-11,2025-11-11,,8,32,,,,
E00450,L0136,직원136,마케팅팀,주임,회사1,C016,기본소양 강좌 16,리더십,정강사,중급,2026-02-27,2026-02-27,2026-03-26,4,100,64.0,72.0,높음,합격
E00451,L0074,직원74,기획팀,사원,회사1,C032,직장 예절 강좌 32,기술,정강사,고급,2025-07-31,2025-07-31,2025-09-15,6,100,76.0,80.0,높음,합격
E00452,L0144,직원144,기획팀,부장,회사3,C022,기술 강좌 22,직장 예절,이강사,초급,2025-10-22,2025-10-22,,2,52,,,,
E00453,L0179,직원179,인사팀,과장,회사3,C048,기술 강좌 48,언어,정강사,고급,2025-08-16,,,10,0,,,,
E00454,L0138,직원138,재무팀,사원,회사2,C042,직무 스킬 강좌 42,직무 스킬,김강사,고급,2026-05-30,2026-05-30,,2,61,,,,
E00455,L0154,직원154,마케팅팀,사원,회사2,C049,리더십 강좌 49,직장 예절,박강사,중급,2025-11-05,2025-11-05,2025-11-21,6,100,72.0,77.0,보통,합격
E00456,L0002,직원2,재무팀,부장,회사2,C049,리더십 강좌 49,직장 예절,박강사,중급,2026-05-13,2026-05-13,,6,75,,,,
E00457,L0104,직원104,기획팀,대리,회사1,C036,기본소양 강좌 36,언어,박강사,중급,2026-03-01,2026-03-01,2026-04-11,2,100,61.0,78.0,낮음,합격
E00458,L0011,직원11,마케팅팀,사원,회사1,C011,언어 강좌 11,기본소양,김강사,초급,2025-10-03,2025-10-03,,10,49,,,,
E00459,L0169,직원169,마케팅팀,부장,회사1,C023,리더십 강좌 23,직장 예절,박강사,중급,2025-11-29,2025-11-29,2025-12-21,10,100,80.0,75.0,보통,합격
E00460,L0166,직원166,인사팀,사원,회사2,C047,직무 스킬 강좌 47,기본소양,한강사,고급,2025-07-27,2025-07-27,2025-07-28,10,100,69.0,81.0,높음,불합격
E00461,L0112,직원112,인사팀,과장,회사2,C002,기술 강좌 2,리더십,한강사,중급,2025-11-02,2025-11-02,2025-12-27,4,100,91.0,72.0,높음,합격
E00462,L0107,직원107,개발팀,과장,회사1,C044,기술 강좌 44,언어,김강사,중급,2025-10-16,2025-10-16,,8,14,,,,
E00463,L0004,직원4,마케팅팀,대리,회사1,C028,직무 스킬 강좌 28,기본소양,한강사,중급,2025-07-02,2025-07-02,,6,34,,,,
E00464,L0084,직원84,인사팀,부장,회사3,C005,기술 강좌 5,리더십,김강사,초급,2026-02-03,,,4,0,,,,
E00465,L0143,직원143,기획팀,사원,회사1,C034,기술 강좌 34,직무 스킬,정강사,초급,2026-02-04,2026-02-04,2026-03-19,2,100,69.0,83.0,높음,합격
E00466,L0112,직원112,인사팀,과장,회사2,C014,직장 예절 강좌 14,언어,김강사,초급,2025-11-30,2025-11-30,,4,61,,,,
E00467,L0120,직원120,기획팀,과장,회사2,C049,리더십 강좌 49,직장 예절,박강사,중급,2025-07-24,2025-07-24,,6,81,,,,
E00468,L0042,직원42,기획팀,대리,회사2,C014,직장 예절 강좌 14,언어,김강사,초급,2025-09-14,2025-09-14,2025-10-08,4,100,60.0,72.0,높음,합격
E00469,L0018,직원18,기획팀,주임,회사2,C020,직무 스킬 강좌 20,언어,최강사,중급,2026-04-06,2026-04-06,,2,50,,,,
E00470,L0025,직원25,인사팀,사원,회사1,C022,기술 강좌 22,직장 예절,이강사,초급,2025-11-22,2025-11-22,2025-11-28,2,100,95.0,77.0,높음,합격
E00471,L0200,직원200,인사팀,사원,회사3,C018,기본소양 강좌 18,직장 예절,박강사,고급,2026-01-06,2026-01-06,2026-01-10,2,100,70.0,89.0,낮음,합격
E00472,L0105,직원105,재무팀,과장,회사1,C013,직무 스킬 강좌 13,리더십,김강사,중급,2026-05-16,2026-05-16,2026-05-29,2,100,71.0,85.0,높음,합격
E00473,L0014,직원14,영업팀,주임,회사2,C036,기본소양 강좌 36,언어,박강사,중급,2025-10-29,2025-10-29,2025-12-24,2,100,70.0,83.0,낮음,불합격
E00474,L0033,직원33,기획팀,대리,회사1,C030,기본소양 강좌 30,기술,박강사,초급,2026-01-24,2026-01-24,2026-02-02,8,100,96.0,98.0,높음,합격
E00475,L0037,직원37,재무팀,부장,회사3,C030,기본소양 강좌 30,기술,박강사,초급,2025-12-31,2025-12-31,2026-01-30,8,100,99.0,71.0,보통,합격
E00476,L0131,직원131,재무팀,과장,회사2,C031,기술 강좌 31,직무 스킬,이강사,중급,2025-12-20,2025-12-20,2026-01-07,12,100,85.0,97.0,보통,합격
E00477,L0055,직원55,재무팀,과장,회사2,C038,직무 스킬 강좌 38,언어,한강사,중급,2025-11-20,2025-11-20,2025-12-14,8,100,93.0,93.0,낮음,합격
E00478,L0106,직원106,마케팅팀,부장,회사3,C003,직장 예절 강좌 3,직장 예절,이강사,초급,2025-11-08,2025-11-08,2025-12-31,8,100,70.0,94.0,낮음,합격
E00479,L0170,직원170,재무팀,부장,회사2,C046,기술 강좌 46,기본소양,이강사,초급,2026-05-01,2026-05-01,,4,45,,,,
E00480,L0136,직원136,마케팅팀,주임,회사1,C015,직장 예절 강좌 15,언어,최강사,중급,2025-10-31,2025-10-31,2025-11-14,12,100,69.0,72.0,높음,합격
E00481,L0173,직원173,영업팀,사원,회사2,C017,직장 예절 강좌 17,기본소양,박강사,초급,2025-08-28,2025-08-28,2025-09-16,8,100,66.0,84.0,보통,합격
E00482,L0059,직원59,인사팀,과장,회사2,C016,기본소양 강좌 16,리더십,정강사,중급,2026-01-06,2026-01-06,,4,15,,,,
E00483,L0029,직원29,영업팀,사원,회사3,C049,리더십 강좌 49,직장 예절,박강사,중급,2025-11-06,2025-11-06,,6,91,,,,
E00484,L0013,직원13,영업팀,과장,회사2,C026,직무 스킬 강좌 26,직장 예절,박강사,고급,2025-08-13,2025-08-13,,10,97,,,,
E00485,L0169,직원169,마케팅팀,부장,회사1,C013,직무 스킬 강좌 13,리더십,김강사,중급,2026-04-21,,,2,0,,,,
E00486,L0117,직원117,마케팅팀,주임,회사3,C001,언어 강좌 1,언어,한강사,고급,2026-02-18,2026-02-18,2026-03-16,4,100,71.0,94.0,낮음,합격
E00487,L0067,직원67,마케팅팀,주임,회사1,C040,언어 강좌 40,리더십,김강사,고급,2026-04-01,2026-04-01,,4,25,,,,
E00488,L0140,직원140,인사팀,대리,회사2,C002,기술 강좌 2,리더십,한강사,중급,2025-09-03,2025-09-03,,4,82,,,,
E00489,L0002,직원2,재무팀,부장,회사2,C028,직무 스킬 강좌 28,기본소양,한강사,중급,2026-01-12,2026-01-12,2026-02-17,6,100,68.0,83.0,높음,합격
E00490,L0175,직원175,개발팀,사원,회사2,C046,기술 강좌 46,기본소양,이강사,초급,2025-12-06,2025-12-06,,4,74,,,,
E00491,L0141,직원141,인사팀,부장,회사1,C012,기본소양 강좌 12,리더십,김강사,중급,2026-01-13,2026-01-13,2026-02-15,12,100,64.0,79.0,높음,합격
E00492,L0030,직원30,인사팀,과장,회사3,C034,기술 강좌 34,직무 스킬,정강사,초급,2025-10-19,2025-10-19,2025-12-13,2,100,95.0,95.0,보통,합격
E00493,L0072,직원72,인사팀,과장,회사1,C013,직무 스킬 강좌 13,리더십,김강사,중급,2025-07-30,,,2,0,,,,
E00494,L0117,직원117,마케팅팀,주임,회사3,C040,언어 강좌 40,리더십,김강사,고급,2025-11-03,,,4,0,,,,
E00495,L0135,직원135,영업팀,대리,회사3,C003,직장 예절 강좌 3,직장 예절,이강사,초급,2026-02-01,,,8,0,,,,
E00496,L0061,직원61,마케팅팀,대리,회사3,C005,기술 강좌 5,리더십,김강사,초급,2025-07-27,2025-07-27,,4,21,,,,
E00497,L0077,직원77,인사팀,과장,회사1,C034,기술 강좌 34,직무 스킬,정강사,초급,2026-03-13,2026-03-13,2026-05-10,2,100,91.0,89.0,보통,합격
E00498,L0048,직원48,마케팅팀,대리,회사1,C044,기술 강좌 44,언어,김강사,중급,2025-12-19,2025-12-19,2026-02-05,8,100,62.0,75.0,보통,합격
E00499,L0058,직원58,기획팀,대리,회사1,C046,기술 강좌 46,기본소양,이강사,초급,2025-06-26,2025-06-26,,4,26,,,,
E00500,L0007,직원7,기획팀,부장,회사1,C024,직무 스킬 강좌 24,언어,한강사,중급,2025-08-13,,,10,0,,,,
E00501,L0171,직원171,재무팀,대리,회사1,C035,기본소양 강좌 35,직장 예절,한강사,초급,2026-03-08,2026-03-08,2026-03-31,2,100,96.0,73.0,낮음,합격
E00502,L0177,직원177,영업팀,과장,회사2,C042,직무 스킬 강좌 42,직무 스킬,김강사,고급,2026-01-18,2026-01-18,2026-01-23,2,100,60.0,90.0,보통,합격
E00503,L0075,직원75,재무팀,주임,회사2,C043,직장 예절 강좌 43,기본소양,한강사,고급,2025-10-09,2025-10-09,,6,51,,,,
E00504,L0125,직원125,영업팀,사원,회사1,C011,언어 강좌 11,기본소양,김강사,초급,2025-10-03,2025-10-03,2025-11-15,10,100,67.0,81.0,낮음,합격
E00505,L0146,직원146,마케팅팀,사원,회사2,C048,기술 강좌 48,언어,정강사,고급,2026-03-06,2026-03-06,2026-03-30,10,100,67.0,83.0,보통,합격
E00506,L0149,직원149,재무팀,과장,회사3,C028,직무 스킬 강좌 28,기본소양,한강사,중급,2026-04-19,,,6,0,,,,
E00507,L0101,직원101,영업팀,대리,회사2,C005,기술 강좌 5,리더십,김강사,초급,2026-05-18,2026-05-18,2026-06-18,4,100,63.0,71.0,낮음,합격
E00508,L0031,직원31,기획팀,부장,회사2,C007,직장 예절 강좌 7,직장 예절,박강사,고급,2026-02-14,2026-02-14,,2,65,,,,
E00509,L0155,직원155,기획팀,부장,회사2,C011,언어 강좌 11,기본소양,김강사,초급,2025-07-06,2025-07-06,2025-07-12,10,100,89.0,94.0,보통,합격
E00510,L0057,직원57,인사팀,부장,회사2,C005,기술 강좌 5,리더십,김강사,초급,2025-06-11,2025-06-11,2025-07-24,4,100,84.0,80.0,보통,합격
E00511,L0046,직원46,기획팀,대리,회사2,C042,직무 스킬 강좌 42,직무 스킬,김강사,고급,2025-07-03,2025-07-03,,2,16,,,,
E00512,L0079,직원79,개발팀,사원,회사1,C021,언어 강좌 21,리더십,최강사,중급,2025-10-14,2025-10-14,,12,61,,,,
E00513,L0164,직원164,영업팀,과장,회사2,C044,기술 강좌 44,언어,김강사,중급,2026-03-06,2026-03-06,,8,43,,,,
E00514,L0051,직원51,영업팀,대리,회사1,C027,기술 강좌 27,기술,박강사,고급,2025-07-14,2025-07-14,,8,91,,,,
E00515,L0143,직원143,기획팀,사원,회사1,C008,직장 예절 강좌 8,기본소양,최강사,초급,2026-01-31,2026-01-31,2026-02-14,8,100,84.0,83.0,보통,합격
E00516,L0096,직원96,인사팀,대리,회사3,C008,직장 예절 강좌 8,기본소양,최강사,초급,2025-08-01,2025-08-01,,8,62,,,,
E00517,L0113,직원113,영업팀,사원,회사2,C012,기본소양 강좌 12,리더십,김강사,중급,2025-07-21,2025-07-21,,12,36,,,,
